SpaceID,BlockFace,MeterType,RateType,RateRange,MeteredTimeLimit,ParkingPolicy,StreetCleaning,Lan,Long,LowestRate
66403,6600 W HOLLYWOOD BLVD,Multi-Space,TOD,$1.5 - $3,2HR,"TANP 3A-6A | PKG 8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun",,34.101488,-118.334305,1.5
56853,10300 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.057995,-118.422839,1
52225,1000 W JEFFERSON BLVD,Multi-Space,FLAT,$1.00 ,4HR,8A-8P Mon-Sat,,34.025398,-118.288768,1
56630,10600 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.053192,-118.429824,1
82812,10 W WASHINGTON BLVD,Multi-Space,SEASONAL,$1 - FW/$2 - SS,2HR,8A-6P Daily,730A-930A Mon,33.9793,-118.46626,1
56427,10900 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.048983,-118.438983,1
56151,10401 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.056303,-118.426149,1
66435,6400 W HOLLYWOOD BLVD,Multi-Space,TOD,$1.5 - $3,2HR,"TANP 3A-6A | PKG 8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun",,34.101514,-118.330407,1.5
66652,6101 W HOLLYWOOD BLVD,Multi-Space,TOD,$1.5 - $2,2HR,"TANP 3A-6A | PKG 8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun",,34.101728,-118.324159,1.5
61432,10 E WINDWARD AVE,Multi-Space,SEASONAL,$1 - FW/$2 - SS,1HR,8A-6P Daily,11A-1P Tue,33.987273,-118.472816,1
56840,10400 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.056244,-118.425555,1
93108,3401 W SUNSET BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.088576,-118.276211,1
56806,10500 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.055054,-118.427116,1
56121,10301 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.059188,-118.421952,1
56331,11001 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.048239,-118.442846,1
LH86B,3000 BROADWAY,Single-Space,FLAT,$1.00 ,1HR,8A-6P Mon-Sat,,34.073634,-118.209315,1
82705,11 W WASHINGTON BLVD,Multi-Space,SEASONAL,$1 - FW/$2 - SS,2HR,8A-6P Daily,730A-930A Tue,33.979632,-118.465982,1
56249,11000 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.048196,-118.441892,1
82826,10 W WASHINGTON BLVD,Multi-Space,SEASONAL,$1 - FW/$2 - SS,2HR,8A-6P Daily,730A-930A Mon,33.979516,-118.465878,1
56823,10400 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.055814,-118.426012,1
SA249,1301 LAVETA TER,Single-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,8A-10A Fri,34.076604,-118.256096,1
56435,10900 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.049145,-118.438409,1
SA109,1201 LEMOYNE ST,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,10A-12P Fri,34.077464,-118.259564,1
61212,200 S MAIN ST,Multi-Space,FLAT,$1.00 ,1HR,8A-6P Daily,10A-12P Tue,33.996369,-118.477818,1
MD33,1000 KINGSTON AV,Single-Space,FLAT,$1.00 ,4HR,8A-8P Mon-Sat,,34.056929,-118.209497,1
61404,10 E MARKET ST,Multi-Space,SEASONAL,$1 - FW/$2 - SS,1HR,8A-6P Daily,11A-1P Tue,33.988057,-118.473124,1
66602,1600 N VINE ST,Multi-Space,TOD,$1.5 - $3,2HR,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun",,34.100004,-118.326567,1.5
61126,201 S MAIN ST,Multi-Space,FLAT,$1.00 ,2HR,8A-6P Daily,10A-12P Mon,33.996427,-118.478116,1
56105,10201 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.060283,-118.420356,1
56171,10501 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.054566,-118.428675,1
93131,3801 W SUNSET BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.091127,-118.278906,1
56444,10800 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.049369,-118.437504,1
52167,1101 W JEFFERSON BLVD,Multi-Space,FLAT,$1.00 ,4HR,8A-8P Mon-Sat,,34.025598,-118.289796,1
82716,11 W WASHINGTON BLVD,Multi-Space,SEASONAL,$1 - FW/$2 - SS,2HR,8A-6P Daily,730A-930A Tue,33.979459,-118.466279,1
61409,10 E MARKET ST,Multi-Space,SEASONAL,$1 - FW/$2 - SS,1HR,8A-6P Daily,11A-1P Tue,33.987842,-118.473444,1
56618,10600 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.052573,-118.430833,1
66152,6501 W HOLLYWOOD BLVD,Multi-Space,FLAT,$1.50 ,2HR,"TANP 3A-6A | PKG 8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun",,34.101677,-118.331623,1.5
56454,10800 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.04993,-118.435308,1
66174,6601 W HOLLYWOOD BLVD,Multi-Space,TOD,$2 - $3,2HR,"TANP 3A-6A | PKG 8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun",,34.101666,-118.333823,2
66731,6200 W HOLLYWOOD BLVD,Multi-Space,TOD,$1.5 - $3,2HR,"TANP 3A-6A | PKG 8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun",,34.101556,-118.324145,1.5
93259,3500 W SUNSET BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.088915,-118.276615,1
SA124,1700 SUNSET BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.077256,-118.25877,1
66421,6500 W HOLLYWOOD BLVD,Multi-Space,FLAT,$1.50 ,2HR,"TANP 3A-6A | TANP 8P-3A Next Day Thu-Fri-Sat Nights | PKG 8A-8P Mon-Sat, 11A-8P Sun",,34.101507,-118.331644,1.5
HP209,100 W AVE 56,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,4A-630A Fri,34.109275,-118.194532,1
61439,10 E WINDWARD AVE,Multi-Space,SEASONAL,$1 - FW/$2 - SS,1HR,8A-6P Daily,11A-1P Tue,33.987388,-118.472631,1
56133,10401 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.058304,-118.423231,1
56324,10901 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.049144,-118.439684,1
56480,10700 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.050255,-118.434435,1
56310,10801 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.050027,-118.436534,1
SL327,4301 SUNSET BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.095146,-118.2832,1
56865,10300 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.05857,-118.422036,1
66203,7000 W HOLLYWOOD BLVD,Multi-Space,TOD,$1.5 - $2,15MIN,"TANP 3A-6A | PKG 8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun",,34.101443,-118.344314,1.5
56240,11000 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.048015,-118.442544,1
52172,1101 W JEFFERSON BLVD,Multi-Space,FLAT,$1.00 ,4HR,8A-8P Mon-Sat,,34.025597,-118.290204,1
66468,6300 W HOLLYWOOD BLVD,Multi-Space,TOD,$1.5 - $3,2HR,"TANP 3A-6A | PKG 8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun",,34.101533,-118.327408,1.5
52417,600 W JEFFERSON BLVD,Multi-Space,FLAT,$1.00 ,4HR,8A-8P Mon-Sat,,34.022532,-118.281624,1
56403,10900 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.048789,-118.439531,1
82803,10 W WASHINGTON BLVD,Multi-Space,SEASONAL,$1 - FW/$2 - SS,2HR,8A-6P Daily,730A-930A Mon,33.979034,-118.466718,1
56623,10600 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.052854,-118.430363,1
93254,3500 W SUNSET BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.089287,-118.276795,1
LH139A,2500 DALY ST,Single-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,,34.07504,-118.215568,1
66431,6400 W HOLLYWOOD BLVD,Multi-Space,TOD,$1.5 - $3,2HR,"TANP 3A-6A | PKG 8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun",,34.101513,-118.330718,1.5
56117,10301 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,30MIN,8A-8P Mon-Sat,,34.059381,-118.421668,1
61215,200 S MAIN ST,Multi-Space,FLAT,$1.00 ,1HR,8A-6P Daily,10A-12P Tue,33.9968,-118.47825,1
52114,601 W JEFFERSON BLVD,Multi-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,,34.022843,-118.281815,1
52213,1100 W JEFFERSON BLVD,Multi-Space,FLAT,$1.00 ,4HR,8A-8P Mon-Sat,,34.025399,-118.289698,1
56166,10501 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.054884,-118.428211,1
66345,7001 W HOLLYWOOD BLVD,Multi-Space,TOD,$1.5 - $2,1HR,"TANP 3A-6A | PKG 8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun",,34.101626,-118.344152,1.5
66612,1600 N VINE ST,Multi-Space,FLAT,$1.50 ,2HR,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun",,34.100745,-118.326575,1.5
66656,6201 W HOLLYWOOD BLVD,Multi-Space,TOD,$1.5 - $2,2HR,"TANP 3A-6A | PKG 8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun",,34.101726,-118.324536,1.5
56155,10401 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.056102,-118.426438,1
66340,7001 W HOLLYWOOD BLVD,Multi-Space,TOD,$1.5 - $2,1HR,"TANP 3A-6A | PKG 8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun",,34.101627,-118.343712,1.5
61141,201 E ROSE AVE,Multi-Space,FLAT,$1.00 ,2HR,8A-6P Daily,8A-10A Tue,33.996416,-118.477276,1
61365,11 E WINDWARD AVE,Multi-Space,SEASONAL,$1 - FW/$2 - SS,1HR,8A-6P Daily,11A-1P Mon,33.987328,-118.47298,1
56245,11000 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.048119,-118.442176,1
56163,10501 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.054994,-118.428048,1
52208,1100 W JEFFERSON BLVD,Multi-Space,FLAT,$1.00 ,4HR,8A-8P Mon-Sat,,34.025399,-118.290345,1
61242,200 E ROSE AVE,Multi-Space,FLAT,$1.00 ,2HR,8A-6P Daily,8A-10A Mon,33.996253,-118.477382,1
93118,3501 W SUNSET BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.0894,-118.2766,1
56418,10900 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.049179,-118.438076,1
93236,3700 W SUNSET BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.090552,-118.278109,1
HP273,101 N AVE 52,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,4A-630A Fri,34.106538,-118.199787,1
66414,6500 W HOLLYWOOD BLVD,Multi-Space,TOD,$1.5 - $3,2HR,"TANP 3A-6A | PKG 8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun",,34.101496,-118.332776,1.5
56850,10300 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.057881,-118.422996,1
56463,10700 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.050264,-118.434252,1
82712,11 W WASHINGTON BLVD,Multi-Space,SEASONAL,$1 - FW/$2 - SS,2HR,8A-6P Daily,730A-930A Tue,33.979522,-118.46617,1
56636,10600 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.053504,-118.429541,1
82808,10 W WASHINGTON BLVD,Multi-Space,SEASONAL,$1 - FW/$2 - SS,2HR,8A-6P Daily,730A-930A Mon,33.979098,-118.466608,1
56485,10700 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.050416,-118.434101,1
93206,3900 W SUNSET BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.091963,-118.280036,1
56459,10800 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.050097,-118.434666,1
93231,3700 W SUNSET BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.090757,-118.278661,1
66148,6501 W HOLLYWOOD BLVD,Multi-Space,FLAT,$1.50 ,2HR,"TANP 3A-6A | PKG 8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun",,34.10168,-118.331313,1.5
MD37,1000 KINGSTON AV,Single-Space,FLAT,$1.00 ,4HR,8A-8P Mon-Sat,,34.056589,-118.209714,1
66123,6301 W HOLLYWOOD BLVD,Multi-Space,TOD,$1.5 - $2,2HR,"TANP 3A-6A | PKG 8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun",,34.101696,-118.328716,1.5
AE336,101 N VIGNES ST,Single-Space,FLAT,$1.00 ,2HR,8A-6P Mon-Fri,,34.04923,-118.23382,1
56315,10901 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.0495,-118.438529,1
61216,200 S MAIN ST,Multi-Space,FLAT,$1.00 ,1HR,8A-6P Daily,10A-12P Tue,33.996841,-118.47829,1
66207,7000 W HOLLYWOOD BLVD,Multi-Space,TOD,$1.5 - $2,1HR,"TANP 3A-6A | PKG 8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun",,34.101448,-118.343964,1.5
52421,600 W JEFFERSON BLVD,Multi-Space,FLAT,$1.00 ,4HR,8A-8P Mon-Sat,,34.022408,-118.281344,1
SL230,2701 SUNSET BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.081282,-118.270926,1
AE380,700 E TEMPLE ST,Single-Space,FLAT,$1.00 ,2HR,8A-6P Mon-Fri,1A-4A Fri,34.050082,-118.232932,1
66607,1600 N VINE ST,Multi-Space,FLAT,$1.50 ,2HR,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun",,34.100316,-118.326571,1.5
56407,10900 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.048855,-118.439239,1
56244,11000 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.048097,-118.442253,1
SL370,4300 SUNSET BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.095486,-118.283937,1
MD203,1600 ZONAL AV,Single-Space,FLAT,$1.00 ,4HR,8A-8P Mon-Sat,,34.062088,-118.210785,1
61111,201 S MAIN ST,Multi-Space,FLAT,$1.00 ,2HR,8A-6P Daily,10A-12P Mon,33.997217,-118.478897,1
56607,10700 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,15MIN,8A-8P Mon-Sat,,34.051686,-118.432118,1
52160,1101 W JEFFERSON BLVD,Multi-Space,FLAT,$1.00 ,4HR,8A-8P Mon-Sat,,34.025601,-118.289269,1
56455,10800 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.049943,-118.435247,1
56820,10400 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.055702,-118.426178,1
66592,1500 N VINE ST,Multi-Space,TOD,$1.5 - $2,2HR,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun",,34.098779,-118.32656,1.5
66722,6200 W HOLLYWOOD BLVD,Multi-Space,TOD,$1.5 - $3,2HR,"TANP 3A-6A | PKG 8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun",,34.101551,-118.324885,1.5
66115,6301 W HOLLYWOOD BLVD,Multi-Space,TOD,$2 - $3,2HR,"TANP 3A-6A | PKG 8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun",,34.101705,-118.327842,2
SL380,4300 SUNSET BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.09485,-118.283226,1
93248,3600 W SUNSET BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.089959,-118.277201,1
56837,10400 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.056359,-118.425388,1
93243,3600 W SUNSET BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.090187,-118.277444,1
66608,1600 N VINE ST,Multi-Space,FLAT,$1.50 ,2HR,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun",,34.10037,-118.326572,1.5
93203,3900 W SUNSET BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.092103,-118.280165,1
HP44,5600 FIGUEROA ST,Single-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,,34.109181,-118.193393,1
66653,6101 W HOLLYWOOD BLVD,Multi-Space,TOD,$1.5 - $2,2HR,"TANP 3A-6A | PKG 8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun",,34.101728,-118.324222,1.5
56805,10500 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.055021,-118.427165,1
56257,11000 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.048355,-118.441321,1
56125,10301 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.059028,-118.422183,1
93251,3500 W SUNSET BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.089447,-118.276868,1
82717,11 W WASHINGTON BLVD,Multi-Space,SEASONAL,$1 - FW/$2 - SS,2HR,8A-6P Daily,730A-930A Tue,33.979444,-118.466305,1
93115,3501 W SUNSET BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.089228,-118.276518,1
56159,10501 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.055288,-118.427624,1
93101,3401 W SUNSET BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.088164,-118.276015,1
GA143,3300 GLENDALE BL,Single-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,,34.119367,-118.259106,1
66341,7001 W HOLLYWOOD BLVD,Multi-Space,TOD,$1.5 - $2,1HR,"TANP 3A-6A | PKG 8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun",,34.101627,-118.343796,1.5
56489,10700 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.050564,-118.433862,1
56129,10301 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.058625,-118.422774,1
56414,10900 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.049064,-118.438484,1
52178,1101 W JEFFERSON BLVD,Multi-Space,FLAT,$1.00 ,4HR,8A-8P Mon-Sat,,34.025598,-118.290667,1
SA236,1201 LAVETA TER,Single-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,10A-12P Fri,34.075688,-118.256184,1
SA35,1801 SUNSET BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.077892,-118.25966,1
LH148,2500 DALY ST,Single-Space,FLAT,$1.00 ,15MIN,8A-6P Mon-Sat,,34.076087,-118.215596,1
56174,10501 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.054452,-118.428846,1
82821,10 W WASHINGTON BLVD,Multi-Space,SEASONAL,$1 - FW/$2 - SS,2HR,8A-6P Daily,730A-930A Mon,33.979436,-118.466018,1
56138,10401 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.057171,-118.424894,1
93223,3800 W SUNSET BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.091338,-118.279459,1
56405,10900 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,15MIN,8A-8P Mon-Sat,,34.048813,-118.439383,1
56613,10600 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.052124,-118.431481,1
HP274,101 N AVE 52,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,4A-630A Fri,34.106497,-118.199759,1
56413,10900 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.049049,-118.43854,1
61115,201 S MAIN ST,Multi-Space,FLAT,$1.00 ,2HR,8A-6P Daily,10A-12P Mon,33.997006,-118.478687,1
52154,1001 W JEFFERSON BLVD,Multi-Space,FLAT,$1.00 ,4HR,8A-8P Mon-Sat,,34.025599,-118.288679,1
56438,10900 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.049209,-118.438182,1
52221,1100 W JEFFERSON BLVD,Multi-Space,FLAT,$1.00 ,4HR,8A-8P Mon-Sat,,34.025398,-118.289079,1
56845,10400 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.056946,-118.424352,1
61428,10 E WINDWARD AVE,Multi-Space,SEASONAL,$1 - FW/$2 - SS,1HR,8A-6P Daily,11A-1P Tue,33.987208,-118.472922,1
SA40,1801 SUNSET BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.078094,-118.260127,1
93262,3500 W SUNSET BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.088731,-118.276528,1
82804,10 W WASHINGTON BLVD,Multi-Space,SEASONAL,$1 - FW/$2 - SS,2HR,8A-6P Daily,730A-930A Mon,33.979047,-118.466696,1
56264,10900 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.048534,-118.440609,1
56833,10400 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.056518,-118.425156,1
61325,1501 S MAIN ST,Multi-Space,SEASONAL,$1 - FW/$2 - SS,1HR,8A-6P Daily,10A-12P Mon,33.988483,-118.471515,1
56816,10400 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.055541,-118.426409,1
93104,3401 W SUNSET BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.088329,-118.276094,1
82702,11 W WASHINGTON BLVD,Multi-Space,SEASONAL,$1 - FW/$2 - SS,2HR,8A-6P Daily,730A-930A Tue,33.979681,-118.465899,1
52164,1101 W JEFFERSON BLVD,Multi-Space,FLAT,$1.00 ,4HR,8A-8P Mon-Sat,,34.025596,-118.289574,1
66597,1500 N VINE ST,Multi-Space,TOD,$1.5 - $2,2HR,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun",,34.099171,-118.326564,1.5
56829,10400 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.056176,-118.425483,1
52218,1100 W JEFFERSON BLVD,Multi-Space,FLAT,$1.00 ,4HR,8A-8P Mon-Sat,,34.025398,-118.289295,1
52111,601 W JEFFERSON BLVD,Multi-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,,34.022751,-118.281607,1
MD16,1700 MARENGO ST,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,4A-630A Fri,34.058651,-118.212308,1
LH64,2300 SICHEL ST,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,10A-12P Tue,34.073463,-118.212996,1
61408,10 E MARKET ST,Multi-Space,SEASONAL,$1 - FW/$2 - SS,1HR,8A-6P Daily,11A-1P Tue,33.987891,-118.473372,1
66182,6601 W HOLLYWOOD BLVD,Multi-Space,TOD,$1.5 - $3,2HR,"TANP 3A-6A | PKG 8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun",,34.101654,-118.335394,1.5
93122,3701 W SUNSET BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.090678,-118.277892,1
66153,6501 W HOLLYWOOD BLVD,Multi-Space,FLAT,$1.50 ,2HR,"TANP 3A-6A | PKG 8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun",,34.101677,-118.331715,1.5
56152,10401 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.056223,-118.426266,1
66132,6401 W HOLLYWOOD BLVD,Multi-Space,FLAT,$1.50 ,2HR,"TANP 3A-6A | PKG 8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun",,34.101686,-118.330157,1.5
MD932,1101 CHICAGO ST,Single-Space,FLAT,$1.00 ,4HR,8A-8P Mon-Sat,730A-1030A Tue,34.05677,-118.205694,1
56481,10700 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.050288,-118.434358,1
ER73,2101 CHICKASAW AV,Single-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,11A-1P Wed,34.136985,-118.214092,1
56309,10801 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.050043,-118.436475,1
56311,10801 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.049972,-118.436732,1
56303,10801 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.050288,-118.435703,1
